html_url,stargazers_count,language,topics,description,loc,source_files,model_files,data_files,type,relation,,,
https://github.com/MaestroGraph/sparse-hyper,43,Python,machine-learning|pytorch|sparse-matrix|sparse-modeling,"Code for the paper ""Learning sparse transformations through backpropagation""",6842,31,0,1,TODO: <>,TODO: <>,,,
https://github.com/microsoft/AMOS,23,Python,adversarial-machine-learning|deep-learning|language-model|natural-language-processing|natural-language-understanding|pretrained-language-model|pretraining|representation-learning|transformers,[ICLR 2022] Pretraining Text Encoders with Adversarial Mixture of Training Signal Generators,101573,646,0,7,TODO: <>,TODO: <>,,,
https://github.com/he-actlab/polymath,18,Python,,,30812,147,0,17,TODO: <>,TODO: <>,,,
https://github.com/GuanRunwei/Achelous,108,Python,4d-mmwave-radar|multi-modal-fusion|multi-modal-learning|multi-task-learning|object-detection|object-tracking|panoptic-perception|point-cloud-segmentation|semantic-segmentation,Achelous: A Fast Unified Water-surface Panoptic Perception Framework based on Fusion of Monocular Camera and 4D mmWave Radar,5641,81,0,14,TODO: <>,TODO: <>,,,
https://github.com/ain-soph/trojanzoo,245,Python,adversarial-attacks|backdoor-attacks|deep-learning|image-classification|pytorch,TrojanZoo provides a universal pytorch platform to conduct security researches (especially backdoor attacks/defenses) of image classification in deep learning.,13700,165,0,24,TODO: <>,TODO: <>,,,
https://github.com/bayesgroup/code_transformers,60,Python,code-completion|deep-learning|function-naming|pytorch|variable-misuse,Empirical Study of Transformers for Source Code & A Simple Approach for Handling Out-of-Vocabulary Identifiers in Deep Learning for Source Code,9886,101,0,27,TODO: <>,TODO: <>,,,
https://github.com/Tomiinek/Aargh,12,Python,,,5078,43,0,2,TODO: <>,TODO: <>,,,
https://github.com/dsgoficial/pytorch_segmentation_models_trainer,15,Python,hydra|pytorch|pytorch-lightning|semantic-segmentation,Framework to train semantic segmentation models on Pytorch using yaml config files,15000,131,0,1261,TODO: <>,TODO: <>,,,
https://github.com/Bartzi/see,569,Python,chainer|cnn|computer-vision|deep-learning|scene-text-recognition|semi-supervised-learning,"Code for the AAAI 2018 publication ""SEE: Towards Semi-Supervised End-to-End Scene Text Recognition""",5092,72,0,4,TODO: <>,TODO: <>,,,
https://github.com/IDEA-Research/DWPose,1340,Python,controlnet|knowledge-distillation|pose-estimation|stable-diffusion-webui,"""Effective Whole-body Pose Estimation with Two-stages Distillation"" (ICCV 2023, CV4Metaverse Workshop)",192632,1688,0,293,TODO: <>,TODO: <>,,,
https://github.com/RogerZhangzz/CAG_UDA,136,Python,segmentation|uda,(NeurIPS2019) Category Anchor-Guided Unsupervised Domain Adaptation for Semantic Segmentation,6028,64,0,4,TODO: <>,TODO: <>,,,
https://github.com/UMass-Foundation-Model/Co-LLM-Agents,91,Python,,"Source codes for the paper ""Building Cooperative Embodied Agents Modularly with Large Language Models""",16199,121,0,114,TODO: <>,TODO: <>,,,
https://github.com/GMvandeVen/continual-learning,1303,Python,artificial-neural-networks|class-incremental-learning|continual-learning|deep-learning|distillation|domain-incremental-learning|elastic-weight-consolidation|generative-models|gradient-episodic-memory|icarl|incremental-learning|lifelong-learning|replay|replay-through-feedback|task-incremental-learning|variational-autoencoder,"PyTorch implementation of various methods for continual learning (XdG, EWC, SI, LwF, FROMP, DGR, BI-R, ER, A-GEM, iCaRL, Generative Classifier) in three different scenarios.",7068,58,0,4,TODO: <>,TODO: <>,,,
https://github.com/pytorch/torchsnapshot,109,Python,,"A performant, memory-efficient checkpointing library for PyTorch applications, designed with large, complex distributed workloads in mind.",9115,85,0,4,TODO: <>,TODO: <>,,,
https://github.com/albertotrunk/ue-stable-diffusion,48,Python,,UE5 plugin with stable diffusion integration,2309664,11162,3,532,TODO: <>,TODO: <>,,,
https://github.com/diffgram/diffgram,1749,Python,annotation|annotation-tool|annotations|data|data-analytics|data-annotation|data-science|datasets|datastore|deep-learning|image-annotation|kubernetes|labeling|machine-learning|training-data|video-annotation,"The AI Datastore for Schemas, BLOBs, and Predictions. Use with your apps or integrate built-in Human Supervision, Data Workflow, and UI Catalog to get the most value out of your AI Data.",63045,1113,0,77,TODO: <>,TODO: <>,,,
https://github.com/antoalli/3D_OS,27,Python,,,8559,63,0,1,TODO: <>,TODO: <>,,,
https://github.com/NeuroVault/NeuroVault,85,Python,brain-imaging|cognitive-concepts|django|fmri|open-source|statmaps,Easy to use web database for statistical maps.,10131,120,0,81,TODO: <>,TODO: <>,,,
https://github.com/jakejhansen/minesweeper_solver,32,Python,,A minesweeper solver,41521,372,69,304,TODO: <>,TODO: <>,,,
https://github.com/tup-robomaster/TUP-NN-Train-2,16,Python,,Improved TUP-NN-Train.,10509,106,0,8,TODO: <>,TODO: <>,,,
https://github.com/tfzhou/MG-HumanParsing,74,Python,,Differentiable Multi-Granularity Human Representation Learning for Instance-Aware Human Semantic Parsing,43485,233,0,2,TODO: <>,TODO: <>,,,
https://github.com/toggle1995/RIS-DMMI,18,Python,,,22817,64,0,5,TODO: <>,TODO: <>,,,
https://github.com/DataManagementLab/zero-shot-cost-estimation,18,Python,,"Implementation of our VLDB'22 paper ""Zero-Shot Cost Models for Out-of-the-box Learned Cost Prediction""",11774,138,0,69,TODO: <>,TODO: <>,,,
https://github.com/Run1e/AceBot,81,Python,discord|discord-bot|discord-py,"A fun, general purpose (public) Discord bot!",6446,48,0,4,TODO: <>,TODO: <>,,,
https://github.com/Ankur-Deka/Emergent-Multiagent-Strategies,35,Python,competitive|marl|multiagent-reinforcement-learning|multiagent-systems|robotics,Emergence of complex strategies through multiagent competition,12537,182,18,54,TODO: <>,TODO: <>,,,
https://github.com/SSTato/YOLOv7_obb,15,Python,,Rotating object detection using YOLOv7 and CSL.,5274,45,0,23,TODO: <>,TODO: <>,,,
https://github.com/UW-EXP/GLOBEM,155,Python,behavior-modeling|dataset|machine-learning|mobile-health|passive-sensing,,6693,40,0,67,TODO: <>,TODO: <>,,,
https://github.com/allenai/openpi-dataset,14,Python,,OpenPI dataset for tracking entities in open domain procedural text,9841,173,0,365,TODO: <>,TODO: <>,,,
https://github.com/liuqiao1995/knowledgeManage,15,Python,django|django-knowledge-manage|django-layui|django-xadmin|layui-xadmin,"??????django???layui,xadmin???????????????web???????????????????????????????????????????????????",85087,1270,0,137,TODO: <>,TODO: <>,,,
https://github.com/r9y9/deepvoice3_pytorch,1890,Python,end-to-end|machine-learning|multi-speaker|python|pytorch|speech-processing|speech-synthesis|tts,PyTorch implementation of convolutional neural networks-based text-to-speech synthesis models,5257,45,0,32,TODO: <>,TODO: <>,,,
https://github.com/magenta/ddsp,2634,Python,, DDSP: Differentiable Digital Signal Processing,9781,81,0,0,TODO: <>,TODO: <>,,,
https://github.com/lexkoro/GameTTS,129,Python,,,37209,56,0,17,TODO: <>,TODO: <>,,,
https://github.com/Menoly-xin/Hardness-Level-Learning,31,Python,hardness-learning|mmsegmentation|pytorch|semantic-segmentation,Not All Pixels Are Equal: Learning Hardness Probability for Semantic Segmentation.,37926,1130,0,155,TODO: <>,TODO: <>,,,
https://github.com/ruvnet/ChatGPT-Trading-Bot-for-KuCoin,11,Python,,A trading script for KuCoin that continuously places buy and sell orders based on market data and a predictive model by OpenAI's GPT-3.5,238692,923,1,62,TODO: <>,TODO: <>,,,
https://github.com/k4ntz/OC_Atari,19,Python,,Object Centric Atari games,35996,246,0,327,TODO: <>,TODO: <>,,,
https://github.com/allenai/FineGrainedRLHF,141,Python,,,5414,35,0,8,TODO: <>,TODO: <>,,,
https://github.com/Ali2500/TarViS,33,Python,,,13747,141,0,62,TODO: <>,TODO: <>,,,
https://github.com/CRazorback/AADG,41,Python,domain-generalization|pytorch|reinforcement-learning|retinal-images,"[TMI'22] ""AADG: Automatic Augmentation for Domain Generalization on Retinal Image Segmentation"".",13523,141,0,3,TODO: <>,TODO: <>,,,
https://github.com/tgsmith61591/skutil,29,Python,h2o|machine-learning|pandas|python|sklearn,NOTE: skutil is now deprecated. See its sister project: https://github.com/tgsmith61591/skoot. Original description: A set of scikit-learn and h2o extension classes (as well as caret classes for python). See more here: https://tgsmith61591.github.io/skutil,21680,84,0,4,TODO: <>,TODO: <>,,,
https://github.com/microsoft/DeepSpeedExamples,5067,Python,,Example models using DeepSpeed,40628,326,0,157,TODO: <>,TODO: <>,,,
https://github.com/automl/SMAC3,921,Python,algorithm-configuration|automated-machine-learning|automl|bayesian-optimisation|bayesian-optimization|configuration|gaussian-process|hyperparameter-optimization|hyperparameter-search|hyperparameter-tuning|random-forest,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization,15143,219,0,12,TODO: <>,TODO: <>,,,
https://github.com/microsoft/segar,23,Python,,Sandbox environment for generalizable agent research,10051,105,26,45,TODO: <>,TODO: <>,,,
https://github.com/otaheri/GOAL,94,Python,,The official implementation of the GOAL paper.,6289,37,1,3,TODO: <>,TODO: <>,,,
https://github.com/anhtu293/Vietnamese-Celebrity-Face-Recognition,17,Python,,Vietnamese celebrities facial recognition - Competition of AIvivn.com,31998,170,0,65417,TODO: <>,TODO: <>,,,
https://github.com/wlin-at/MAXI,15,Python,,"MAtch, eXpand and Improve: Unsupervised Finetuning for Zero-Shot Action Recognition with Language Knowledge (ICCV 2023)",6716,35,0,2898,TODO: <>,TODO: <>,,,
https://github.com/initc/bert-fairseq,13,Python,,Implement BERT and MulitPointer-generator on the basis of fairseq,14165,139,0,3,TODO: <>,TODO: <>,,,
https://github.com/astrazeneca-cgr-publications/mantis-ml-release,22,Python,auto-ml|genomics|keras|machine-learning|scikit-learn|tensorflow,mantis-ml: Stochastic semi-supervised learning to prioritise genes from high throughput genomic screens,7068,98,0,558,TODO: <>,TODO: <>,,,
https://github.com/grebtsew/Number_of_Persons_in_room_from_IP_camera,10,Python,arlo|detection|ip-camera|object-detection|opencv-python|room|rtsp|tensorflow,Calculate number of persons in a room with Tensorflow object detection of IP camera stream.,8415,118,1,12,TODO: <>,TODO: <>,,,
https://github.com/tinkoff-ai/katakomba,56,Python,,"Data-Driven NetHack Tools: Datasets (30+) and recurrent-baselines (AWAC, BC, CQL, IQL, REM)",19893,146,0,19,TODO: <>,TODO: <>,,,
https://github.com/ploomber/soorgeon,71,Python,data-engineering|data-science|jupyter|jupyter-notebooks|machine-learning|mlops|workflow,Convert monolithic Jupyter notebooks ???????????? into maintainable Ploomber pipelin,6000,47,0,6,TODO: <>,TODO: <>,,,
https://github.com/erizmr/Learn-to-Estimate-Fluid-Motion,12,Python,,[ICML 2022] Learning to Estimate and Refine Fluid Motion with Physical Dynamics,7617,70,0,1,TODO: <>,TODO: <>,,,
https://github.com/andreeadeac22/graph_coattention,17,Python,,Work on designing a graph co-attention algorithm.,185999,678,0,285,TODO: <>,TODO: <>,,,
https://github.com/pfnet-research/distilled-feature-fields,151,Python,,,6510,50,0,4,TODO: <>,TODO: <>,,,
https://github.com/Mayer123/UDT-QA,47,Python,,"Code for the paper ""Open Domain Question Answering with A Unified Knowledge Interface"" (ACL 2022)",18127,79,0,2,TODO: <>,TODO: <>,,,
https://github.com/guozonghao96/BeyondBoundingBox,35,Python,,,23873,252,0,14,TODO: <>,TODO: <>,,,
https://github.com/tobiscode/disstans,16,Python,,Package repository for the Decomposition and Inference of Sources through Spatiotemporal Analysis of Network Signals (DISSTANS) toolbox.,12261,46,0,223,TODO: <>,TODO: <>,,,
https://github.com/Jee-King/CVPR2022_STNet,57,Python,,,12066,222,0,8,TODO: <>,TODO: <>,,,
https://github.com/sunfanyunn/IMMA,29,Python,graph-neural-networks|interaction-modeling|multi-agent-systems|multiplex-attention,"Official code for ""Interaction Modeling with Multiplex Attention"" (Neurips 2022)",6376,72,0,3,TODO: <>,TODO: <>,,,
https://github.com/agiresearch/OpenAGI,1430,Python,agi|llm|opensource,OpenAGI: When LLM Meets Domain Experts,11079,162,0,169,TODO: <>,TODO: <>,,,
https://github.com/LLNL/Abmarl,42,Python,machine-learning,Agent Based Modeling and Reinforcement Learning,12106,119,0,41,TODO: <>,TODO: <>,,,
https://github.com/KunZhou9646/seq2seq-EVC,69,Python,,This is the implementation of our Interspeech 2021 paper: Limited data emotional voice conversion leveraging text-to-speech: two-stage sequence-to-sequence training.,9060,95,0,73,TODO: <>,TODO: <>,,,
https://github.com/XanaduAI/MrMustard,69,Python,differentiable-programming|optimization|quantum|quantum-circuits|quantum-computing|quantum-machine-learning|quantum-optics,A differentiable bridge between phase space and Fock space,10465,108,0,7,TODO: <>,TODO: <>,,,
https://github.com/deepchem/deepchem,4677,Python,biology|deep-learning|drug-discovery|hacktoberfest|materials-science|quantum-chemistry,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",76728,785,0,105,TODO: <>,TODO: <>,,,
https://github.com/BCV-Uniandes/RSR,16,Python,,This is the official implementation of the paper: Generalized Real-World Super-Resolution through Adversarial Robustness.,8053,69,0,2,TODO: <>,TODO: <>,,,
https://github.com/Wordcab/wordcab-transcribe,110,Python,,???? ASR FastAPI server using faster-whisper and Multi-Scale Auto-Tuning Spectral Clustering for diarization.,6115,53,0,1,TODO: <>,TODO: <>,,,
https://github.com/rllab-snu/Visual-Graph-Memory,43,Python,embodied-ai|habitat-sim|image-goal-navigation|imitation-learning|pytorch|reinforcement-learning|visual-navigation,"Official GitHub Repository for paper ""Visual Graph Memory with Unsupervised Representation for Visual Navigation"", ICCV 2021",6918,57,2,1726,TODO: <>,TODO: <>,,,
https://github.com/zincware/MDSuite,32,Python,hdf5|molecular-dynamics|particle-simulation|python|tensorflow,A post-processing engine for particle simulations,9787,146,0,7,TODO: <>,TODO: <>,,,
https://github.com/recommend-games/board-game-scraper,21,Python,bgg|bgg-rating|board-game|board-games|boardgame|boardgamegeek|boardgamegeek-dataset|boardgames|data-set|data-sets|dataset|datasets|python|scraped-data|scraper|scrapers|scraping|scrapy|spider|tabletop-games,Board game data scraper,5366,34,0,0,TODO: <>,TODO: <>,,,
https://github.com/Superzchen/iLearnPlus,77,Python,automated-modelling|bioinformatics-tool|biomedical-data-analytics|deep-learning|feature-selection|machine-learning|prediction|python|sequence-analysis,iLearnPlus is the first machine-learning platform with both graphical- and web-based user interface that enables the construction of automated machine-learning pipelines for computational analysis and predictions using nucleic acid and protein sequences.,19730,21,0,38,TODO: <>,TODO: <>,,,
https://github.com/CoEDL/elpis,140,Python,automatic-speech-recognition|computational-linguistics|docker|kaldi|linguistics|python|transcription,???? software for creating speech recognition models.,6498,149,0,66,TODO: <>,TODO: <>,,,
https://github.com/OptimalScale/LMFlow,7402,Python,chatgpt|deep-learning|instruction-following|language-model|pretrained-models|pytorch|transformer,An Extensible Toolkit for Finetuning and Inference of Large Foundation Models. Large Models for All.,7555,86,0,41,TODO: <>,TODO: <>,,,
https://github.com/stanford-oval/genie-parser,16,Python,,Neural Network Semantic Parser for Almond,7185,68,0,3,TODO: <>,TODO: <>,,,
https://github.com/scorelab/Elphas,57,Python,,Elephant Identification and counting system,36213,252,3,35,TODO: <>,TODO: <>,,,
https://github.com/Lightning-Universe/lightning-bolts,1591,Python,ai|gan|image-processing|machine-learning|natural-language-processing|pytorch|supervised-learning,"Toolbox of models, callbacks, and datasets for AI/ML researchers.",16670,248,0,39,TODO: <>,TODO: <>,,,
https://github.com/deepmodeling/DeePTB,20,Python,,DeePTB: A deep learning package for tight-binding approach with ab initio accuracy.,15760,164,26,140,TODO: <>,TODO: <>,,,
https://github.com/yifanzhang713/IA-SSD,342,Python,3d-object-detection|autonomous-driving|ia-ssd|object-detection|point-cloud|pytorch,"Not All Points Are Equal: Learning Highly Efficient Point-based Detectors for 3D LiDAR Point Clouds (CVPR 2022, Oral)",14650,162,1,14,TODO: <>,TODO: <>,,,
https://github.com/Code4SA/mma-dexter,17,Python,,Dexter document monitor for MMA,19059,181,0,14,TODO: <>,TODO: <>,,,
https://github.com/mjwen/rxnrep,29,Python,chemical-reactions|contrastive-learning|graph-neural-networks|reaction-classification|reaction-fingerprints,Contrastive pretraining to learn chemical reaction representations (RxnRep) for downstream tasks. ,7244,61,0,2,TODO: <>,TODO: <>,,,
https://github.com/data61/landshark,10,Python,,Large-scale spatial inference with Tensorflow.,5328,57,0,0,TODO: <>,TODO: <>,,,
https://github.com/microsoft/NeuralSpeech,1136,Python,,,116660,616,0,41,TODO: <>,TODO: <>,,,
https://github.com/Blue-Yonder-OSS/cyclic-boosting,71,Python,machine-learning,implementation of Cyclic Boosting machine learning algorithms,7077,51,0,2,TODO: <>,TODO: <>,,,
https://github.com/JanaldoChen/Anim-NeRF,220,Python,,,5162,34,0,2,TODO: <>,TODO: <>,,,
https://github.com/xmyhhh/SR-Metrics,10,Python,,The project covers common metrics for super-resolution performance evaluation.,5137,35,6,21,TODO: <>,TODO: <>,,,
https://github.com/Vaidehi99/InfoDeletionAttacks,12,Python,,,11195,66,0,31,TODO: <>,TODO: <>,,,
https://github.com/sensity-ai/dot,3558,Python,,The Deepfake Offensive Toolkit,7218,88,0,20,TODO: <>,TODO: <>,,,
https://github.com/tensorlayer/Paddle2TLX,11,Python,,Transfer PaddlePaddle's codes to TensorLayerX's codes,84777,653,0,19,TODO: <>,TODO: <>,,,
https://github.com/cogment/cogment-verse,66,Python,cogment|human-in-the-loop-learning|reinforcement-learning|rlhf,Research platform for Human-in-the-loop learning (HILL) & Multi-Agent Reinforcement Learning (MARL),7652,125,0,19,TODO: <>,TODO: <>,,,
https://github.com/jmaronas/TGP.pytorch,23,Python,,Repository for the work Transforming Gaussian Processes with Normalizing Flows published at AISTATS 2021,5086,53,0,9,TODO: <>,TODO: <>,,,
https://github.com/naver/posescript,50,Python,,,7176,74,0,12,TODO: <>,TODO: <>,,,
https://github.com/hukaixuan19970627/yolov5_obb,1524,Python,aerial-imagery|detection|dota|oriented|rotated-object|rotation|yolov5,yolov5 + csl_label.(Oriented Object Detection)?????????Rotation Detection??????????????????Rotated BBox??????????????????,17833,77,0,9,TODO: <>,TODO: <>,,,
https://github.com/bozheng-hit/xTune,48,Python,,,36731,177,0,9,TODO: <>,TODO: <>,,,
https://github.com/yeguixin/POEM,10,Python,,Deep Program Structure Modeling ThroughMulti-Relational Graph-based Learning,5239,75,0,16,TODO: <>,TODO: <>,,,
https://github.com/boreshkinai/hybrik-transformer,16,Python,,,7767,51,0,1,TODO: <>,TODO: <>,,,
https://github.com/cosmoquester/memoria,36,Python,hebbian-learning|memory|transformer,Memoria is a Hebbian memory architecture for neural networks.,6010,52,0,27,TODO: <>,TODO: <>,,,
https://github.com/SongleChen2015/Peg_in_hole_assembly,10,Python,,Deep reinforcement learning for robotic peg-in-hole assembly task,5378,53,0,15,TODO: <>,TODO: <>,,,
https://github.com/kudkudak/dnn_sharpest_directions,11,Python,,"Code for ""On the Relation Between the Sharpest Directions of DNN Loss and the SGD Step Length"", ICLR 2019",5765,81,0,1,TODO: <>,TODO: <>,,,
https://github.com/serenabooth/Bayes-TrEx,13,Python,bayesian-inference|interpretability|machine-learning|transparency,"2021 AAAI Paper, ""Bayes-TrEx: A Bayesian Sampling Approach to Model Transparency by Example""",5303,44,0,34,TODO: <>,TODO: <>,,,
https://github.com/kozistr/Awesome-GANs,755,Python,acgan|arxiv|began|cgan|cogan|dcgan|dragan|ebgan|f-gan|gan|generative-adversarial-network|lapgan|lsgan|machine-learning|sagan|srgan|stargan|tensorflow|wgan|wgan-gp,Awesome Generative Adversarial Networks with tensorflow,8242,78,0,140,TODO: <>,TODO: <>,,,
https://github.com/qcpolimi/CQFS,11,Python,collaborative-filtering|quantum-computing|recommender-system,"This is the repository of our article published on MDPI Entropy ""Feature Selection for Recommender Systems with Quantum Computing"".",11152,123,0,1,TODO: <>,TODO: <>,,,
https://github.com/google-research/jax3d,694,Python,,,20836,161,0,40,TODO: <>,TODO: <>,,,
https://github.com/mad-lab/transit,16,Python,analysis|essentiality|genomes|genomics|mutagenesis|tn-seq|tnseq|transposon,Repository for the TRANSIT and TPP tools developed by the Ioerger Lab ,14603,61,0,91,TODO: <>,TODO: <>,,,
https://github.com/Alibaba-NLP/MultilangStructureKD,70,Python,acl2019|acl2020|bert|dependency-parsing|enhanced-universal-dependency|iwpt2020|knowledge-distillation|mrp|multilingual|ner|nlp|pytorch|semantic-dependency-parsing|sequence-labeling,[ACL 2020] Structure-Level Knowledge Distillation For Multilingual Sequence Labeling,18797,109,2,1,TODO: <>,TODO: <>,,,
https://github.com/vedantroy/improved-ddpm-pytorch,27,Python,,"Implementation of ""Improved Denoising Diffusion Probabilistic Models"" in Pytorch",6659,76,0,2,TODO: <>,TODO: <>,,,
https://github.com/lil-lab/cerealbar,26,Python,,"Cereal Bar is a two-player web game designed for studying language understanding agents in collaborative interactions. This repository contains code for the game, a webapp hosting the game, the agent implementation, and recorded interactions in the game. http://lil.nlp.cornell.edu/cerealbar/",9619,126,0,205,TODO: <>,TODO: <>,,,
https://github.com/Cyanogenoid/fspool,44,Python,,[ICLR 2020] FSPool: Learning Set Representations with Featurewise Sort Pooling ,11487,258,0,25,TODO: <>,TODO: <>,,,
https://github.com/amitrana001/DynaMITe,14,Python,,"Official repo for ""DynaMITe: Dynamic Query Bootstrapping for Multi-object Interactive Segmentation Transformer""",7080,76,0,6,TODO: <>,TODO: <>,,,
https://github.com/NVIDIA-Omniverse/IsaacGymEnvs,1183,Python,,Isaac Gym Reinforcement Learning Environments,21967,136,0,83,TODO: <>,TODO: <>,,,
https://github.com/tensorlayer/TensorLayerX,513,Python,deep-learning|jittor|machine-learning|mindspore|neural-network|oneflow|paddlepaddle|python|pytorch|tensorflow|tensorlayer|tensorlayerx,"TensorLayerX: A Unified Deep Learning and Reinforcement Learning Framework for All Hardwares, Backends and OS.",38364,223,1,33,TODO: <>,TODO: <>,,,
https://github.com/tsinghua-fib-lab/Traffic-Benchmark,208,Python,,,17874,193,1,54,TODO: <>,TODO: <>,,,
https://github.com/alibaba/EasyRec,1262,Python,autoint|automl|capsule-network|ctr-prediction|deepfm|deepmatching|din|dlrm|dssm|eges|esmm|mind|multi-task-learning|online-learning|pdn|recommendation-algorithms|recommender-system|transformers-models|wide-and-deep,A framework for large scale recommendation algorithms.,39044,265,0,159,TODO: <>,TODO: <>,,,
https://github.com/thunlp/OpenBackdoor,108,Python,backdoor-attacks|nlp,"An open-source toolkit for textual backdoor attack and defense (NeurIPS 2022 D&B, Spotlight)",5128,80,0,25,TODO: <>,TODO: <>,,,
https://github.com/amspector100/knockpy,28,Python,,Knockoffs for controlled variable selection,7211,101,0,71,TODO: <>,TODO: <>,,,
https://github.com/taucompling/mdlrnn,15,Python,kolmogorov-complexity|minimum-description-length|neural-network|recurrent-neural-networks,Minimum Description Length Recurrent Neural Networks,6633,17,0,3,TODO: <>,TODO: <>,,,
https://github.com/RUCAIBox/CRSLab,440,Python,conversation-system|conversational-recommendation|deep-learning|dialog-system|graph-neural-network|human-machine-interaction|knowledge-graph|pretrained-models|pytorch|recommendation|recommender-system|text-generation,CRSLab is an open-source toolkit for building Conversational Recommender System (CRS).,7324,122,0,5,TODO: <>,TODO: <>,,,
https://github.com/YGZWQZD/LAMDA-SSL,141,Python,automl|computer-vision|deep-learning|generative-model|gnn|graph|inductive-learning|machine-learning|natural-language-processing|neural-network|python|pytorch|scikit-learn|self-supervised-learning|semi-supervised-learning|support-vector-machine|svm|tabular-data|toolkit|transductive-learning,30 Semi-Supervised Learning Algorithms,15876,278,0,111,TODO: <>,TODO: <>,,,
https://github.com/SamsungLabs/rome,380,Python,avatar|neural-rendering,Realistic mesh-based avatars. ECCV 2022,6434,69,7,25,TODO: <>,TODO: <>,,,
https://github.com/RosettaCommons/FvHallucinator,24,Python,,,9078,73,0,52,TODO: <>,TODO: <>,,,
https://github.com/huangyangyi/ELICIT,187,Python,,[ICCV 2023] One-shot Implicit Animatable Avatars with Model-based Priors,6245,63,1,39,TODO: <>,TODO: <>,,,
https://github.com/alibaba/graphlearn-for-pytorch,84,Python,deep-learning|distributed|gpu|graph-neural-networks|pytorch,A graph learning library for PyTorch that makes distributed GNN training and inference easy and efficient.,13343,123,0,16,TODO: <>,TODO: <>,,,
https://github.com/SysCV/dla-afa,11,Python,boundary-detection|semantic-segmentation,"Official implementation of Dense Prediction with Attentive Feature Aggregation, WACV 2023",5091,62,0,6,TODO: <>,TODO: <>,,,
https://github.com/xinshuoweng/Xinshuo_PyToolbox,61,Python,python|toolbox,"A Python toolbox that contains common help functions for stream I/O, image & video processing, and visualization. All my projects depend on this toolbox.",6321,134,0,34,TODO: <>,TODO: <>,,,
https://github.com/velociraptor111/tf-deep-facial-recognition-lite,15,Python,,"Object Detection and Recognition pipeline using Single Shot Multibox Detector (SSD) with MobileNet as the feature extractor, and FaceNet to recognize faces. ",18532,162,0,8,TODO: <>,TODO: <>,,,
https://github.com/M-3LAB/open-iad,33,Python,anomaly-detection|computer-vision|deep-learning|defect-inspection|industrial-automation|industrial-image,Image anomaly detection benchmark in industrial manufacturing,10881,137,0,3,TODO: <>,TODO: <>,,,
https://github.com/hwang595/Cuttlefish,31,Python,,"The implementation for MLSys 2023 paper: ""Cuttlefish: Low-rank Model Training without All The Tuning""",695106,2726,1,324,TODO: <>,TODO: <>,,,
https://github.com/SpaceNetChallenge/SpaceNet8,67,Python,geospatial|machine-learning,Algorithmic baseline for SpaceNet 8 Challenge,92774,748,0,77,TODO: <>,TODO: <>,,,
https://github.com/AIModelShare/aimodelshare,39,Python,data-science|deep-learning|machine-learning|mlops|python,,7896,43,0,84,TODO: <>,TODO: <>,,,
https://github.com/Alibaba-MIIL/Solving_ImageNet,189,Python,,"Official PyTorch implementation of  the paper: ""Solving ImageNet: a Unified Scheme for Training any Backbone to Top Results"" (2022)",27102,125,0,12,TODO: <>,TODO: <>,,,
https://github.com/crypto-code/MU-LLaMA,76,Python,,MU-LLaMA: Music Understanding Large Language Model,7987,59,0,18,TODO: <>,TODO: <>,,,
https://github.com/xiaoqian19940510/Event-Extraction,721,Python,,?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????DMCNN???FramNet???DLRNN???DBRNN???GCN???DAG-GRU???JMEE???PLMEE?????????,13047,56,0,68,TODO: <>,TODO: <>,,,
https://github.com/terrier-org/pyterrier,345,Python,,"A Python framework for performing information retrieval experiments, building on http://terrier.org/",9591,89,0,9,TODO: <>,TODO: <>,,,
https://github.com/Shawn-Inspur/Yuan-1.0,584,Python,,Yuan 1.0 Large pretrained LM,19014,187,0,11,TODO: <>,TODO: <>,,,
https://github.com/lucys0/awe,39,Python,,Waypoint-Based Imitation Learning for Robotic Manipulation,50771,415,0,163,TODO: <>,TODO: <>,,,
https://github.com/tailintalent/AI_physicist,29,Python,ai-physicist|differentiable-divide-and-conquer|lifelong-learning|simplification|symbolic-regression|unification,"AI Physicist, a paradigm with algorithms for learning theories from data, by Wu and Tegmark (2019)",5934,16,0,1,TODO: <>,TODO: <>,,,
https://github.com/JunweiLiang/social-distancing-prediction,41,Python,activity-prediction|object-tracking|social-distancing|trajectory-prediction,Out-of-the-box code and models for social distancing early forecasting.,6936,25,0,2,TODO: <>,TODO: <>,,,
https://github.com/Jittor/JittorLLMs,1944,Python,,???????????????????????????????????????????????????????????????????????????????????????????????????,17636,170,0,32,TODO: <>,TODO: <>,,,
https://github.com/uppsaladatavetare/foobar-api,12,Python,finance|inventory|rest-api|shop|store|warehouses,The backend of the FooBar kiosk and inventory system.,5995,178,0,8,TODO: <>,TODO: <>,,,
https://github.com/anlausch/LIBERT,17,Python,bert|language-model|natural-language-processing|similarity,"Code from the paper ""Specializing Unsupervised Pretraining Models for Word-Level Semantic Similarity""",5815,25,0,1,TODO: <>,TODO: <>,,,
https://github.com/scales-okn/PACER-tools,13,Python,,,191105,37,0,26,TODO: <>,TODO: <>,,,
